R12250_57554ec61f2e00013cc1c2de_0.jpg;Procambarus clarkii;0.9133;Paranephrops planifrons;0.0456;Jasus edwardsii;0.0212;Homarus americanus;0.0050;Grapsus tenuicrustatus;0.0030;Potamogeton crispus;0.0012;
R12250_57a85ee71f2e00013cc1c34d_0.jpg;Castor canadensis;0.1997;Myocastor coypus;0.0848;Lontra canadensis;0.0632;Tamias striatus;0.0512;Sceloporus occidentalis;0.0363;Dasypus novemcinctus;0.0319;
R12250_5bdc83f8de386109b1dabd1d_0.jpg;Terrapene carolina;0.0975;Carduelis carduelis;0.0435;Anaxyrus americanus;0.0339;Lithobates sylvaticus;0.0245;Bombus ternarius;0.0162;Lithobates clamitans;0.0150;
R12250_5d4fdda0969578791a73d932_0.jpg;Procambarus clarkii;0.7797;Phytolacca americana;0.1768;Romalea microptera;0.0106;Chrysemys picta;0.0085;Battus philenor;0.0083;Farancia abacura;0.0074;
R13698_58a46554482da315695c716b_0.jpg;Sciurus carolinensis;0.9999;Sciurus alleni;0.0001;Sciurus griseus;0.0000;Sciurus arizonensis;0.0000;Tamiasciurus hudsonicus;0.0000;Sciurus yucatanensis;0.0000;
R13698_5ad30264efac6409c12d4ed6_0.jpg;Sciurus carolinensis;0.9996;Sciurus griseus;0.0002;Sciurus alleni;0.0001;Sciurus arizonensis;0.0000;Sciurus yucatanensis;0.0000;Tamiasciurus hudsonicus;0.0000;
R13698_5afb3f50efac6409c12d4f08_0.jpg;Sciurus carolinensis;0.9993;Sciurus alleni;0.0004;Sciurus aureogaster;0.0001;Sciurus arizonensis;0.0001;Sciurus griseus;0.0000;Sciurus yucatanensis;0.0000;
R13698_5dc91aee45d0d0f20cec61a8_0.jpg;Sciurus carolinensis;0.7146;Sciurus niger;0.2005;Acer saccharum;0.0140;Tilia americana;0.0131;Lynx rufus;0.0067;Acer rubrum;0.0061;
R13698_5e105c7bf33ad825e8d713b3_0.jpg;Ursus americanus;0.1103;Hemiphaga novaeseelandiae;0.0659;Liriodendron tulipifera;0.0428;Procyon lotor;0.0387;Sciurus griseus;0.0314;Sciurus niger;0.0295;
R18934_598db5f7dff661b40a8a74fb_0.jpg;Asplenium trichomanes;0.1295;Blechnum blechnoides;0.0994;Gaultheria antipoda;0.0970;Asterella californica;0.0640;Gaultheria depressa;0.0563;Pellaea rotundifolia;0.0532;
R18934_598dbe22dff661b40a8a74fd_0.jpg;Ericameria cuneata;0.2902;Ptychomnion aciculare;0.1280;Mimosa aculeaticarpa;0.0943;Mentha pulegium;0.0925;Acacia verticillata;0.0456;Phacelia malvifolia;0.0434;
R05440_5c5b641a945cea09ab19c081_0.jpg;Alligator mississippiensis;0.0413;Iguana iguana;0.0372;Nerodia rhombifer;0.0344;Elgaria multicarinata;0.0188;Lindsaea linearis;0.0180;Taraxacum officinale;0.0159;
R05440_5d9de56221dc7b184f5b8093_0.jpg;Alligator mississippiensis;0.3095;Porphyrio melanotus;0.1877;Tadorna variegata;0.0576;Cygnus atratus;0.0523;Anas platyrhynchos;0.0362;Lophodytes cucullatus;0.0233;
R05440_5db5e69a21dc7b184f5b8103_0.jpg;Sambucus nigra;0.0709;Hypogymnia imshaugii;0.0667;Hippodamia convergens;0.0505;Coccinella septempunctata;0.0355;Asclepias asperula;0.0273;Muehlenbeckia complexa;0.0174;
R05440_5db5e69a21dc7b184f5b8103_1.jpg;Eichhornia crassipes;0.7635;Hymenophyllum nephrophyllum;0.1752;Psilocybe allenii;0.0058;Piper excelsum;0.0037;Griselinia littoralis;0.0036;Tramea lacerata;0.0027;
R10676_5b30d223efac6409c12d4f0c_0.jpg;Ensatina eschscholtzii;0.5549;Menippe mercenaria;0.1054;Cordulegaster boltonii;0.0475;Hemigrapsus crenulatus;0.0322;Pugettia producta;0.0319;Hemigrapsus sanguineus;0.0265;
R10676_5b30d223efac6409c12d4f0c_1.jpg;Lithobates catesbeianus;0.6746;Acris blanchardi;0.0582;Iguana iguana;0.0234;Lithobates clamitans;0.0207;Lampropeltis californiae;0.0142;Anaxyrus boreas;0.0119;
R10676_5b30d38aefac6409c12d4f0d_0.jpg;Anaxyrus boreas;0.5340;Anaxyrus americanus;0.2122;Incilius nebulifer;0.0834;Nerodia erythrogaster;0.0590;Nerodia fasciata;0.0466;Lithobates clamitans;0.0196;
R01529_5d93378808717f095486f590_0.jpg;Asclepias syriaca;0.9994;Asclepias speciosa;0.0004;Asclepias sullivantii;0.0001;Apocynum cannabinum;0.0000;Dipsacus fullonum;0.0000;Magnolia tripetala;0.0000;
R01529_5d93378808717f095486f590_1.jpg;Verbascum thapsus;0.7981;Euphorbia bicolor;0.0571;Sphenosciadium capitellatum;0.0157;Frasera caroliniensis;0.0089;Pseudognaphalium luteoalbum;0.0081;Ardea alba;0.0078;
R08376_5d59762ee06738509c214a7b_0.jpg;Novaculichthys taeniourus;0.8838;Oreochromis aureus;0.0533;Ostracion meleagris;0.0191;Macropharyngodon meleagris;0.0155;Herichthys cyanoguttatus;0.0072;Lepomis cyanellus;0.0049;
